Car_id,Date,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ,Body Style,Dealer_Region
C_CND_022527,12/8/2023,Male,850000,Hatfield Volkswagen,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Red,69000,Sedan,Pasco
C_CND_022528,12/8/2023,Male,705000,Iceberg Rentals,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Black,17000,Sedan,Janesville
C_CND_022529,12/8/2023,Male,709000,McKinney Dodge Chrysler Jeep,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Red,13000,Hatchback,Scottsdale
C_CND_022530,12/8/2023,Male,13500,Motor Vehicle Branch Office,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,23000,SUV,Austin
C_CND_022531,12/8/2023,Male,900000,Nebo Chevrolet,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,13000,Hatchback,Middletown
C_CND_022532,12/8/2023,Male,13500,Star Enterprises Inc,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27000,Hardtop,Austin
C_CND_022533,12/8/2023,Male,770000,Pars Auto Sales,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,Sedan,Greenville
C_CND_022534,12/8/2023,Male,495000,Pitre Buick-Pontiac-Gmc of Scottsdale,Saturn,SL,DoubleÂ Overhead Camshaft,Auto,Black,11000,SUV,Pasco
C_CND_022535,12/8/2023,Male,1575000,Progressive Shippers Cooperative Association No,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,31500,SUV,Janesville
C_CND_022536,12/8/2023,Male,13500,Progressive Shippers Cooperative Association No,Honda,Accord,Overhead Camshaft,Manual,Black,43000,Sedan,Janesville
C_CND_022537,12/8/2023,Male,1287500,Rabun Used Car Sales,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21750,Hatchback,Scottsdale
C_CND_022538,12/8/2023,Male,1312000,Star Enterprises Inc,Cadillac,Seville,Overhead Camshaft,Manual,Pale White,22200,Hardtop,Pasco
C_CND_022539,12/8/2023,Male,13500,Ryder Truck Rental and Leasing,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17000,Hatchback,Middletown
C_CND_022540,12/8/2023,Male,3000000,Suburban Ford,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Red,19000,Hardtop,Janesville
C_CND_022541,12/8/2023,Male,1400000,Motor Vehicle Branch Office,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19000,Hardtop,Austin
C_CND_022542,12/8/2023,Male,1360000,Star Enterprises Inc,Toyota,Camry,Overhead Camshaft,Manual,Black,34000,Hatchback,Pasco
C_CND_022543,12/8/2023,Male,13500,Suburban Ford,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Janesville
C_CND_022544,12/8/2023,Male,1300000,Tri-State Mack Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,29000,Passenger,Scottsdale
C_CND_022545,12/8/2023,Male,2000000,U-Haul CO,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Red,21000,SUV,Austin
C_CND_022546,12/8/2023,Male,1550000,Buddy Storbeck's Diesel Service Inc,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,SUV,Middletown
C_CND_022547,12/8/2023,Male,764000,Race Car Help,Lexus,ES300,Overhead Camshaft,Manual,Black,34000,Hardtop,Austin
C_CND_022548,12/8/2023,Male,2800000,Capitol KIA,Ford,F-Series,Overhead Camshaft,Manual,Pale White,14000,Passenger,Greenville
C_CND_022549,12/8/2023,Male,330000,Chrysler of Tri-Cities,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000,SUV,Pasco
C_CND_022550,12/8/2023,Male,1250000,Chrysler Plymouth,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,Hatchback,Janesville
C_CND_022551,12/8/2023,Male,544000,Pars Auto Sales,Toyota,Avalon,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Sedan,Greenville
C_CND_022552,12/8/2023,Male,580500,Pitre Buick-Pontiac-Gmc of Scottsdale,Volvo,S80,Overhead Camshaft,Manual,Pale White,21500,Sedan,Pasco
C_CND_022553,12/8/2023,Male,800000,Progressive Shippers Cooperative Association No,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,Hardtop,Scottsdale
C_CND_022554,12/8/2023,Male,700000,Rabun Used Car Sales,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,85000,SUV,Scottsdale
C_CND_022555,12/8/2023,Male,13500,Race Car Help,Saturn,SC,Overhead Camshaft,Manual,Red,61000,Hardtop,Middletown
C_CND_022556,12/8/2023,Male,1129000,Ryder Truck Rental and Leasing,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27900,SUV,Middletown
C_CND_022557,12/8/2023,Male,2520000,Chrysler Plymouth,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Red,17000,Hardtop,Greenville
C_CND_022558,12/8/2023,Female,1210000,Scrivener Performance Engineering,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22000,Passenger,Greenville
C_CND_022559,12/8/2023,Male,13500,Clay Johnson Auto Sales,Ford,Focus,Overhead Camshaft,Manual,Red,17000,Hardtop,Janesville
C_CND_022560,12/8/2023,Female,13500,Ryder Truck Rental and Leasing,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21000,Hardtop,Scottsdale
C_CND_022561,12/8/2023,Male,13500,Tri-State Mack Inc,Volvo,S40,Overhead Camshaft,Manual,Red,17000,Sedan,Scottsdale
C_CND_022562,12/8/2023,Male,13500,U-Haul CO,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,41000,Sedan,Austin
C_CND_022563,12/8/2023,Female,600000,Progressive Shippers Cooperative Association No,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,Passenger,Janesville
C_CND_022564,12/8/2023,Female,985000,Scrivener Performance Engineering,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,12000,Hardtop,Middletown
C_CND_022565,12/8/2023,Male,13500,Race Car Help,Plymouth,Neon,Overhead Camshaft,Manual,Black,29000,SUV,Austin
C_CND_022566,12/8/2023,Male,13500,Iceberg Rentals,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49000,Hatchback,Pasco
C_CND_022567,12/8/2023,Male,382000,McKinney Dodge Chrysler Jeep,Lexus,LS400,Overhead Camshaft,Manual,Pale White,54000,Sedan,Janesville
C_CND_022568,12/8/2023,Female,13500,Motor Vehicle Branch Office,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Red,21000,Hatchback,Scottsdale
C_CND_022569,12/8/2023,Male,810000,Nebo Chevrolet,BMW,328i,Overhead Camshaft,Manual,Black,69000,Sedan,Austin
C_CND_022570,12/8/2023,Male,436000,Scrivener Performance Engineering,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,27001,Hardtop,Middletown
C_CND_022571,12/8/2023,Male,2000000,Pars Auto Sales,Ford,Mustang,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Hatchback,Aurora
C_CND_022572,12/8/2023,Male,610000,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,Passenger,Greenville
C_CND_022573,12/8/2023,Male,525000,Progressive Shippers Cooperative Association No,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,Passenger,Pasco
C_CND_022574,12/8/2023,Male,910500,Buddy Storbeck's Diesel Service Inc,Pontiac,Firebird,Overhead Camshaft,Manual,Black,43501,Hardtop,Scottsdale
C_CND_022575,12/8/2023,Male,1515000,Race Car Help,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11500,Sedan,Scottsdale
C_CND_022576,12/8/2023,Male,1500000,New Castle Ford Lincoln Mercury,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,25001,Hardtop,Aurora
C_CND_022577,12/8/2023,Male,735000,Saab-Belle Dodge,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,14000,SUV,Middletown
C_CND_022578,12/8/2023,Male,553000,Scrivener Performance Engineering,Ford,Taurus,Overhead Camshaft,Manual,Black,43000,SUV,Aurora
C_CND_022579,12/8/2023,Female,940000,Pars Auto Sales,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Red,19001,Hardtop,Greenville
C_CND_022580,12/8/2023,Male,671000,Suburban Ford,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,SUV,Pasco
C_CND_022581,12/9/2023,Male,2325000,Progressive Shippers Cooperative Association No,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,18501,Sedan,Janesville
C_CND_022582,12/9/2023,Male,1130000,Rabun Used Car Sales,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75001,Passenger,Scottsdale
C_CND_022583,12/9/2023,Male,1200000,Race Car Help,Plymouth,Prowler,Overhead Camshaft,Manual,Red,71001,Hatchback,Austin
C_CND_022584,12/9/2023,Female,1930000,U-Haul CO,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,12000,Hardtop,Austin
C_CND_022585,12/9/2023,Female,13500,Saab-Belle Dodge,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,Hatchback,Aurora
C_CND_022586,12/9/2023,Male,710000,Scrivener Performance Engineering,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Red,19001,Passenger,Greenville
C_CND_022587,12/9/2023,Male,841000,Star Enterprises Inc,Chevrolet,Lumina,Overhead Camshaft,Manual,Red,12001,Passenger,Pasco
C_CND_022588,12/9/2023,Female,514000,Suburban Ford,Toyota,Camry,Overhead Camshaft,Manual,Black,29001,Hatchback,Janesville
C_CND_022589,12/9/2023,Female,480000,Tri-State Mack Inc,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,42001,Passenger,Scottsdale
C_CND_022590,12/9/2023,Female,475000,U-Haul CO,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Black,19001,SUV,Austin
C_CND_022591,12/9/2023,Female,835000,Buddy Storbeck's Diesel Service Inc,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14001,SUV,Middletown
C_CND_022592,12/9/2023,Male,915000,C & M Motors Inc,Acura,RL,DoubleÂ Overhead Camshaft,Auto,Black,24001,SUV,Aurora
C_CND_022593,12/9/2023,Female,373333,Capitol KIA,Audi,A8,Overhead Camshaft,Manual,Black,44331,Passenger,Greenville
C_CND_022594,12/9/2023,Male,13500,Chrysler of Tri-Cities,Cadillac,Eldorado,Overhead Camshaft,Manual,Red,31001,Passenger,Pasco
C_CND_022595,12/9/2023,Male,13500,Chrysler Plymouth,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,Passenger,Janesville
C_CND_022596,12/9/2023,Female,13500,Classic Chevy,Ford,F-Series,Overhead Camshaft,Manual,Black,22001,Passenger,Scottsdale
C_CND_022597,12/9/2023,Male,13500,Clay Johnson Auto Sales,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26001,SUV,Austin
C_CND_022598,12/9/2023,Female,13500,Diehl Motor CO Inc,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27001,SUV,Middletown
C_CND_022599,12/9/2023,Female,830000,Enterprise Rent A Car,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Black,44001,Hatchback,Aurora
C_CND_022600,12/9/2023,Male,326500,Rabun Used Car Sales,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,18500,SUV,Scottsdale
C_CND_022601,12/9/2023,Male,1550000,Iceberg Rentals,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,14000,Hardtop,Janesville
C_CND_022602,12/9/2023,Male,720000,Motor Vehicle Branch Office,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Red,17000,Hardtop,Austin
C_CND_022603,12/9/2023,Male,1151500,Saab-Belle Dodge,BMW,528i,Overhead Camshaft,Manual,Pale White,16150,SUV,Aurora
C_CND_022604,12/9/2023,Male,860000,Scrivener Performance Engineering,Hyundai,Sonata,Overhead Camshaft,Manual,Red,21000,SUV,Greenville
C_CND_022605,12/9/2023,Male,13500,Star Enterprises Inc,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Hatchback,Pasco
C_CND_022606,12/9/2023,Female,400000,Scrivener Performance Engineering,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41000,Hardtop,Greenville
C_CND_022607,12/9/2023,Male,262500,Tri-State Mack Inc,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25501,SUV,Scottsdale
C_CND_022608,12/9/2023,Female,13500,Suburban Ford,Ford,Focus,Overhead Camshaft,Manual,Black,49000,Hardtop,Janesville
C_CND_022609,12/9/2023,Male,935000,Progressive Shippers Cooperative Association No,Toyota,Camry,Overhead Camshaft,Manual,Black,29001,Hatchback,Janesville
C_CND_022610,12/9/2023,Male,523000,Suburban Ford,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,Hardtop,Middletown
C_CND_022611,12/9/2023,Male,456000,Race Car Help,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Hatchback,Austin
C_CND_022612,12/9/2023,Male,660000,Ryder Truck Rental and Leasing,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,Sedan,Middletown
C_CND_022613,12/9/2023,Male,420000,Saab-Belle Dodge,Jaguar,S-Type,Overhead Camshaft,Manual,Red,45000,Passenger,Aurora
C_CND_022614,12/9/2023,Male,820000,Scrivener Performance Engineering,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,Hatchback,Greenville
C_CND_022615,12/9/2023,Male,1030000,Star Enterprises Inc,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Pasco
C_CND_022616,12/9/2023,Male,878000,Suburban Ford,Plymouth,Voyager,Overhead Camshaft,Manual,Red,12000,Passenger,Janesville
C_CND_022617,12/9/2023,Male,13500,Tri-State Mack Inc,Volvo,S70,Overhead Camshaft,Manual,Black,22000,Hardtop,Aurora
C_CND_022618,12/9/2023,Male,730000,U-Haul CO,BMW,328i,Overhead Camshaft,Manual,Red,21000,Sedan,Austin
C_CND_022619,12/9/2023,Female,320000,Star Enterprises Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,22000,Hardtop,Pasco
C_CND_022620,12/9/2023,Male,13500,Clay Johnson Auto Sales,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,SUV,Austin
C_CND_022621,12/9/2023,Male,1275000,Nebo Chevrolet,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Pale White,38500,Hardtop,Middletown
C_CND_022622,12/9/2023,Male,385000,Enterprise Rent A Car,Volkswagen,Jetta,Overhead Camshaft,Manual,Red,24000,Passenger,Aurora
C_CND_022623,12/9/2023,Male,1350000,Gartner Buick Hyundai Saab,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Red,39000,SUV,Greenville
C_CND_022624,12/9/2023,Male,1075000,Hatfield Volkswagen,Jeep,Wrangler,Overhead Camshaft,Manual,Red,13500,Hatchback,Pasco
C_CND_022625,12/9/2023,Male,13500,Iceberg Rentals,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16000,Passenger,Janesville
C_CND_022626,12/9/2023,Male,945000,McKinney Dodge Chrysler Jeep,Honda,Civic,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,Hatchback,Scottsdale
C_CND_022627,12/9/2023,Male,870000,Motor Vehicle Branch Office,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Passenger,Austin
C_CND_022628,12/9/2023,Male,1000000,Nebo Chevrolet,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,27000,Passenger,Middletown
C_CND_022629,12/9/2023,Male,1600000,Hatfield Volkswagen,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41000,Hardtop,Pasco
C_CND_022630,12/9/2023,Male,403000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27000,Hardtop,Pasco
C_CND_022631,12/9/2023,Male,1966000,Progressive Shippers Cooperative Association No,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19600,Hardtop,Janesville
C_CND_022632,12/9/2023,Male,760000,Progressive Shippers Cooperative Association No,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,Passenger,Janesville
C_CND_022633,12/9/2023,Female,780000,Rabun Used Car Sales,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,12000,Hatchback,Scottsdale
C_CND_022634,12/9/2023,Male,1382000,Race Car Help,Volvo,S40,Overhead Camshaft,Manual,Red,22200,Sedan,Austin
C_CND_022635,12/9/2023,Male,1450000,Ryder Truck Rental and Leasing,Toyota,Sienna,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,Passenger,Middletown
C_CND_022636,12/9/2023,Male,1450000,Saab-Belle Dodge,Lincoln,Continental,Overhead Camshaft,Manual,Black,18000,Passenger,Aurora
C_CND_022637,12/9/2023,Male,1540000,Scrivener Performance Engineering,Ford,Taurus,Overhead Camshaft,Manual,Red,22000,SUV,Greenville
C_CND_022638,12/9/2023,Female,400000,Rabun Used Car Sales,Ford,Focus,Overhead Camshaft,Manual,Black,49000,Hardtop,Scottsdale
C_CND_022639,12/9/2023,Female,1350000,Nebo Chevrolet,Acura,TL,Overhead Camshaft,Manual,Black,21000,Hatchback,Aurora
C_CND_022640,12/9/2023,Female,858000,New Castle Ford Lincoln Mercury,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Passenger,Greenville
C_CND_022641,12/9/2023,Male,1450000,Buddy Storbeck's Diesel Service Inc,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hardtop,Janesville
C_CND_022642,12/9/2023,Male,640000,Pitre Buick-Pontiac-Gmc of Scottsdale,Ford,Escort,DoubleÂ Overhead Camshaft,Auto,Red,15000,Passenger,Janesville
C_CND_022643,12/9/2023,Male,961000,Progressive Shippers Cooperative Association No,Acura,RL,Overhead Camshaft,Manual,Red,31000,SUV,Scottsdale
C_CND_022644,12/9/2023,Female,743000,Diehl Motor CO Inc,Nissan,Pathfinder,Overhead Camshaft,Manual,Black,22000,Hardtop,Janesville
C_CND_022645,12/9/2023,Male,570000,Race Car Help,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,9000,SUV,Middletown
C_CND_022646,12/9/2023,Male,2345000,Ryder Truck Rental and Leasing,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,15500,Hatchback,Aurora
C_CND_022647,12/9/2023,Female,13500,Saab-Belle Dodge,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16000,Passenger,Greenville
C_CND_022648,12/9/2023,Male,13500,Scrivener Performance Engineering,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Pale White,26000,Sedan,Janesville
C_CND_022649,12/9/2023,Male,900000,Star Enterprises Inc,Volvo,S80,Overhead Camshaft,Manual,Pale White,21000,Sedan,Scottsdale
C_CND_022650,12/9/2023,Female,13500,Suburban Ford,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42000,Passenger,Austin
C_CND_022651,12/9/2023,Female,650000,Tri-State Mack Inc,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Middletown
C_CND_022652,12/9/2023,Female,480000,U-Haul CO,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17000,Passenger,Aurora
C_CND_022653,12/9/2023,Male,13500,Gartner Buick Hyundai Saab,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Hardtop,Austin
C_CND_022654,12/9/2023,Female,950000,Rabun Used Car Sales,Lincoln,Town car,Overhead Camshaft,Manual,Black,17000,Hatchback,Pasco
C_CND_022655,12/9/2023,Male,606000,Nebo Chevrolet,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Black,26000,Hardtop,Janesville
C_CND_022656,12/9/2023,Male,1225000,Ryder Truck Rental and Leasing,Audi,A6,Overhead Camshaft,Manual,Black,15500,SUV,Scottsdale
C_CND_022657,12/9/2023,Male,13500,Progressive Shippers Cooperative Association No,Dodge,Neon,Overhead Camshaft,Manual,Red,19001,Hardtop,Janesville
C_CND_022658,12/9/2023,Male,660000,U-Haul CO,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27000,Hatchback,Scottsdale
C_CND_022659,12/9/2023,Male,730000,Progressive Shippers Cooperative Association No,Dodge,Viper,Overhead Camshaft,Manual,Black,26000,SUV,Austin
C_CND_022660,12/9/2023,Female,13500,Race Car Help,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Red,17001,Hardtop,Austin
C_CND_022661,12/9/2023,Male,13500,Star Enterprises Inc,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27001,Hardtop,Pasco
C_CND_022662,12/9/2023,Male,890000,Ryder Truck Rental and Leasing,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,Hatchback,Greenville
C_CND_022663,12/9/2023,Male,13500,Saab-Belle Dodge,Volvo,C70,Overhead Camshaft,Manual,Red,82000,Hatchback,Pasco
C_CND_022664,12/9/2023,Male,2305000,Scrivener Performance Engineering,Toyota,Sienna,Overhead Camshaft,Manual,Red,19500,Passenger,Janesville
C_CND_022665,12/9/2023,Female,600000,Star Enterprises Inc,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,Hatchback,Scottsdale
C_CND_022666,12/9/2023,Female,748000,Suburban Ford,BMW,528i,Overhead Camshaft,Manual,Red,29000,SUV,Austin
C_CND_022667,12/9/2023,Male,820000,Tri-State Mack Inc,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,69000,SUV,Middletown
C_CND_022668,12/9/2023,Male,830000,Suburban Ford,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,Hardtop,Janesville
C_CND_022669,12/9/2023,Male,1200000,Buddy Storbeck's Diesel Service Inc,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,16000,Sedan,Greenville
C_CND_022670,12/9/2023,Male,1250000,C & M Motors Inc,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29000,Passenger,Pasco
C_CND_022671,12/9/2023,Male,960000,Capitol KIA,Saturn,SL,DoubleÂ Overhead Camshaft,Auto,Red,20000,SUV,Janesville
C_CND_022672,12/9/2023,Female,1100000,Chrysler of Tri-Cities,Ford,Taurus,DoubleÂ Overhead Camshaft,Auto,Black,12000,SUV,Scottsdale
C_CND_022673,12/9/2023,Female,13500,Chrysler Plymouth,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,Austin
C_CND_022674,12/9/2023,Female,588000,Classic Chevy,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,Hatchback,Janesville
C_CND_022675,12/9/2023,Male,13500,Clay Johnson Auto Sales,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Hatchback,Austin
C_CND_022676,12/10/2023,Male,1655000,Gartner Buick Hyundai Saab,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19501,Sedan,Greenville
C_CND_022677,12/10/2023,Male,13500,Scrivener Performance Engineering,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,Hardtop,Greenville
C_CND_022678,12/10/2023,Male,567000,Iceberg Rentals,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,SUV,Janesville
C_CND_022679,12/10/2023,Female,490000,McKinney Dodge Chrysler Jeep,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,20001,Hatchback,Scottsdale
C_CND_022680,12/10/2023,Male,651000,Motor Vehicle Branch Office,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Sedan,Austin
C_CND_022681,12/10/2023,Male,666000,Nebo Chevrolet,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Red,14001,Sedan,Middletown
C_CND_022682,12/10/2023,Male,756000,New Castle Ford Lincoln Mercury,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12001,Hatchback,Aurora
C_CND_022683,12/10/2023,Male,1580000,McKinney Dodge Chrysler Jeep,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26000,Hardtop,Austin
C_CND_022684,12/10/2023,Female,1280000,Pitre Buick-Pontiac-Gmc of Scottsdale,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,SUV,Pasco
C_CND_022685,12/10/2023,Female,743000,Progressive Shippers Cooperative Association No,Ford,Ranger,DoubleÂ Overhead Camshaft,Auto,Black,61000,Hardtop,Janesville
C_CND_022686,12/10/2023,Male,13500,Rabun Used Car Sales,Mercedes-B,C-Class,DoubleÂ Overhead Camshaft,Auto,Red,15001,Hatchback,Scottsdale
C_CND_022687,12/10/2023,Male,960000,Race Car Help,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39001,Sedan,Austin
C_CND_022688,12/10/2023,Male,906000,Ryder Truck Rental and Leasing,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,25001,Sedan,Middletown
C_CND_022689,12/10/2023,Male,1283000,Saab-Belle Dodge,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24300,Hardtop,Aurora
C_CND_022690,12/10/2023,Male,1261000,Scrivener Performance Engineering,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12101,Hatchback,Greenville
C_CND_022691,12/10/2023,Male,730000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Black,31000,Passenger,Middletown
C_CND_022692,12/10/2023,Female,1250000,U-Haul CO,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hardtop,Greenville
C_CND_022693,12/10/2023,Male,816000,Capitol KIA,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11001,Sedan,Greenville
C_CND_022694,12/10/2023,Male,720000,Chrysler of Tri-Cities,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20001,Hatchback,Pasco
C_CND_022695,12/10/2023,Male,300000,Chrysler Plymouth,Ford,Mustang,Overhead Camshaft,Manual,Red,25001,Hatchback,Janesville
C_CND_022696,12/10/2023,Male,670000,Classic Chevy,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,19001,Hatchback,Scottsdale
C_CND_022697,12/10/2023,Female,644500,Clay Johnson Auto Sales,Volkswagen,Jetta,Overhead Camshaft,Manual,Red,24501,Passenger,Austin
C_CND_022698,12/10/2023,Male,685000,Diehl Motor CO Inc,Hyundai,Accent,Overhead Camshaft,Manual,Black,18000,Hatchback,Middletown
C_CND_022699,12/10/2023,Male,600000,Enterprise Rent A Car,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,19000,Sedan,Aurora
C_CND_022700,12/10/2023,Male,600000,Gartner Buick Hyundai Saab,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,41000,Sedan,Greenville
C_CND_022701,12/10/2023,Male,185000,Hatfield Volkswagen,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22000,Passenger,Pasco
C_CND_022702,12/10/2023,Male,463000,Iceberg Rentals,BMW,528i,Overhead Camshaft,Manual,Pale White,14000,SUV,Janesville
